,Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,Price sensitivity scores,Income bins,Age
143,A Bridge Too Far,50800000.0,50800000.0,,26000000.0,Jun 15 1977,,,MGM,Based on Book/Short Story,Action,,Sir Richard Attenborough,67.0,7.3,16882.0,0.06682736367431578,73.0,67.0
144,Beetle Juice,73326666.0,73326666.0,,15000000.0,Mar 30 1988,,,Warner Bros.,Original Screenplay,Comedy,Fantasy,Tim Burton,,7.3,61197.0,0.09646117668911589,73.0,
145,Batman Returns,162831698.0,266822354.0,,80000000.0,Jun 18 1992,PG-13,,Warner Bros.,Original Screenplay,Action,Super Hero,Tim Burton,78.0,6.9,78673.0,0.21420498228252677,69.0,78.0
146,Batman Forever,184031112.0,336529144.0,,100000000.0,Jun 16 1995,PG-13,,Warner Bros.,Original Screenplay,Action,Super Hero,Joel Schumacher,43.0,5.4,76218.0,0.24209279624040828,54.0,43.0
147,Batman - The Movie,0.0,0.0,,1377800.0,Aug 21 2001,,,,,,,,,,,0.0,,
148,Batman,251188924.0,411348924.0,,35000000.0,Jun 23 1989,PG-13,,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,Tim Burton,71.0,7.6,111464.0,0.33043884990370215,76.0,71.0
149,Buffy the Vampire Slayer,14231669.0,14231669.0,,7000000.0,Jul 31 1992,,,20th Century Fox,Original Screenplay,Horror,Fantasy,,32.0,5.3,16056.0,0.01872175039282453,53.0,32.0
150,Bienvenue chez les Ch'tis,1470856.0,243470856.0,,16000000.0,Jul 25 2008,Not Rated,109.0,Link Productions Ltd.,Original Screenplay,Comedy,Contemporary Fiction,,,7.0,7129.0,0.001934910016231288,70.0,
151,Beyond the Valley of the Dolls,9000000.0,9000000.0,,1000000.0,Jan 01 1970,,,20th Century Fox,Original Screenplay,Comedy,,,68.0,5.7,4626.0,0.011839493564347285,57.0,68.0
152,Broken Vessels,15030.0,85343.0,,600000.0,Jul 02 1999,R,,,Original Screenplay,Drama,,,,6.4,399.0,1.9771954252459966e-05,64.0,
153,The Boys from Brazil,19000000.0,19000000.0,,12000000.0,Dec 31 1977,,,20th Century Fox,Based on Book/Short Story,Thriller/Suspense,,Franklin J. Schaffner,65.0,7.0,8741.0,0.024994486413622046,70.0,65.0
154,The Business of Fancy Dancing,174682.0,174682.0,,200000.0,May 10 2002,Not Rated,,Outrider Pictures,Original Screenplay,Drama,Contemporary Fiction,,,7.0,355.0,0.0002297940460897014,70.0,
155,Caddyshack,39846344.0,39846344.0,,6000000.0,Jul 25 1980,,,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Harold Ramis,75.0,7.3,35436.0,0.05241783703897423,73.0,75.0
156,Cape Fear,79091969.0,182291969.0,,35000000.0,Nov 15 1991,R,,Universal,Remake,Thriller/Suspense,Contemporary Fiction,Martin Scorsese,76.0,7.3,47196.0,0.10404542866300612,73.0,76.0
157,Clear and Present Danger,122012656.0,207500000.0,,62000000.0,Aug 03 1994,PG-13,,Paramount Pictures,Based on Book/Short Story,Action,Contemporary Fiction,Phillip Noyce,78.0,6.8,29612.0,0.16050756172010214,68.0,78.0
158,Carrie,25878153.0,25878153.0,,1800000.0,Nov 16 1976,,,MGM,Based on Book/Short Story,Horror,Contemporary Fiction,Brian De Palma,90.0,7.4,38767.0,0.03404269176674382,74.0,90.0
159,Casino Royale,22744718.0,41744718.0,,12000000.0,Apr 28 1967,,,Sony Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,John Huston,30.0,8.0,172936.0,0.029920660264877098,80.0,30.0
160,Camping Sauvage,3479302.0,3479302.0,,4600000.0,Jul 16 2004,Not Rated,,Alliance,Original Screenplay,Comedy,Contemporary Fiction,,,6.0,378.0,0.004577019293046738,60.0,
161,The Cotton Club,25928721.0,25928721.0,,48000000.0,Dec 14 1984,,,Orion Pictures,Original Screenplay,Drama,Historical Fiction,Francis Ford Coppola,74.0,6.3,6940.0,0.034109213934584034,63.0,74.0
162,Crop Circles: Quest for Truth,0.0,0.0,,600000.0,Aug 23 2002,,,,,,,,60.0,7.1,153.0,0.0,71.0,60.0
163,Close Encounters of the Third Kind,166000000.0,337700000.0,,20000000.0,Nov 16 1977,,,Sony Pictures,Original Screenplay,Adventure,Science Fiction,Steven Spielberg,95.0,7.8,59049.0,0.21837288129796104,78.0,95.0
164,The Cable Guy,60240295.0,102825796.0,,47000000.0,Jun 14 1996,PG-13,95.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Ben Stiller,52.0,5.8,51109.0,0.07924606499632023,58.0,52.0
165,Chocolate: Deep Dark Secrets,49000.0,1549000.0,,1000000.0,Sep 16 2005,Not Rated,,Eros Entertainment,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,4.6,527.0,6.445946496144634e-05,46.0,
166,Child's Play,33244684.0,44196684.0,,9000000.0,Nov 09 1988,,,United Artists,Original Screenplay,Horror,Fantasy,,70.0,6.3,16165.0,0.04373335802963991,63.0,70.0
167,Child's Play 2,26904572.0,34166572.0,,13000000.0,Nov 09 1990,,,Universal,Original Screenplay,Horror,Fantasy,,38.0,5.1,8666.0,0.0353929452272798,51.0,38.0
168,Chain Reaction,21226204.0,60209334.0,,55000000.0,Aug 02 1996,PG-13,106.0,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Andrew Davis,13.0,5.2,15817.0,0.0,52.0,13.0
169,Charly,814666.0,814666.0,,950000.0,Sep 27 2002,PG,,Excel Entertainment,Based on Book/Short Story,Drama,Contemporary Fiction,,,5.8,60.0,0.0010716925404547274,58.0,
170,Chariots of Fire,57159946.0,57159946.0,,5500000.0,Sep 25 1981,,,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Hugh Hudson,86.0,7.3,16138.0,0.07519386808949316,73.0,86.0
171,A Christmas Story,19294144.0,19294144.0,,3250000.0,Nov 18 1983,PG,,MGM,Based on Book/Short Story,Comedy,Historical Fiction,,88.0,8.0,51757.0,0.025381432635287755,80.0,88.0
172,Cat on a Hot Tin Roof,17570324.0,17570324.0,,3000000.0,Sep 20 1958,,,MGM,Based on Play,Drama,Contemporary Fiction,Richard Brooks,100.0,8.0,14540.0,0.023113748657944074,80.0,100.0
173,C.H.U.D.,4700000.0,4700000.0,,1250000.0,Aug 31 1984,,,New World,Original Screenplay,Horror,Fantasy,,,5.0,2806.0,0.0061828466391591385,50.0,
174,"Charge of the Light Brigade, The",0.0,0.0,,1200000.0,Oct 20 2036,,,Warner Bros.,Based on Real Life Events,Action,Dramatization,Michael Curtiz,,,,0.0,,
175,Crooklyn,13024170.0,13024170.0,,14000000.0,May 13 1994,PG-13,,Universal,Original Screenplay,Comedy,Historical Fiction,Spike Lee,75.0,6.5,3137.0,0.017133286321773886,65.0,75.0
176,Festen,1647780.0,1647780.0,,1300000.0,Oct 09 1998,R,,October Films,Original Screenplay,Comedy,Contemporary Fiction,Thomas Vinterberg,,8.1,26607.0,0.002167653411717797,81.0,
177,Cleopatra,48000000.0,62000000.0,,36000000.0,Jun 12 1963,,,20th Century Fox,Based on Real Life Events,Drama,Dramatization,,40.0,6.8,7870.0,0.06314396567651885,68.0,40.0
178,Cliffhanger,84049211.0,255000000.0,,65000000.0,May 28 1993,,,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Renny Harlin,82.0,6.2,34447.0,0.11056667696921857,62.0,82.0
179,The Californians,4134.0,4134.0,,500000.0,Oct 21 2005,PG,,Fabrication Films,Original Screenplay,Drama,Contemporary Fiction,,,5.1,226.0,5.438274043890187e-06,51.0,
180,The Client,92115211.0,117615211.0,,45000000.0,Jul 20 1994,PG-13,,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Joel Schumacher,80.0,6.5,19299.0,0.1211774942014436,65.0,80.0
181,The Calling,32092.0,32092.0,,160000.0,Mar 01 2002,PG,,Testimony Pictures,Original Screenplay,Drama,Contemporary Fiction,Michael C. Brown,,3.4,1113.0,4.2217003051892566e-05,34.0,
182,Clueless,56598476.0,56598476.0,,13700000.0,Jul 01 1995,PG-13,,Paramount Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Amy Heckerling,83.0,6.7,39055.0,0.07445525470598492,67.0,83.0
183,The Color Purple,93589701.0,93589701.0,,15000000.0,Dec 18 1985,,,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,Steven Spielberg,88.0,7.7,26962.0,0.12311718474207631,77.0,88.0
184,Clerks,3073428.0,3073428.0,,27000.0,Oct 19 1994,R,,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Kevin Smith,88.0,7.9,89991.0,0.004043092336276083,79.0,88.0
185,Central do Brasil,5969553.0,17006158.0,,2900000.0,Nov 20 1998,R,,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,Walter Salles,,8.0,17343.0,0.00785294270283667,80.0,
186,Clash of the Titans,30000000.0,30000000.0,,15000000.0,Jun 12 1981,,108.0,MGM,Traditional/Legend/Fairytale,Adventure,Fantasy,,65.0,5.9,45773.0,0.039464978547824284,59.0,65.0
187,Clockwatchers,444354.0,444354.0,,2000000.0,May 15 1998,PG-13,,Artistic License,,,,,,5.9,3171.0,0.0005845473692546638,59.0,
188,Commando,35073978.0,35073978.0,,10000000.0,Oct 04 1985,,,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,,71.0,4.5,49.0,0.04613979297856203,45.0,71.0
189,The Color of Money,52293000.0,52293000.0,,10000000.0,Oct 17 1986,,,Walt Disney Pictures,,Drama,Contemporary Fiction,Martin Scorsese,91.0,6.9,25824.0,0.06879140410671251,69.0,91.0
190,Cinderella,85000000.0,85000000.0,,2900000.0,Feb 15 1950,,,Walt Disney Pictures,Traditional/Legend/Fairytale,Drama,Fantasy,,92.0,5.1,373.0,0.11181743921883548,51.0,92.0
191,Congo,81022333.0,152022333.0,,50000000.0,Jun 09 1995,PG-13,,Paramount Pictures,Based on Book/Short Story,Adventure,Contemporary Fiction,Frank Marshall,21.0,4.6,17954.0,0.10658482112465585,46.0,21.0
192,Conan the Barbarian,38264085.0,38264085.0,,20000000.0,May 14 1982,,,Universal,Based on Book/Short Story,Action,Fantasy,John Milius,76.0,6.8,38886.0,0.05033637645590417,68.0,76.0
193,Conan the Destroyer,26400000.0,26400000.0,,18000000.0,Jun 29 1984,,,Universal,Based on Book/Short Story,Action,Fantasy,Richard Fleischer,29.0,5.4,20368.0,0.034729181122085374,54.0,29.0
194,Class of 1984,6965361.0,6965361.0,,3250000.0,Aug 20 1982,,,United Film Distribution Co.,Original Screenplay,Drama,Contemporary Fiction,,,6.3,2945.0,0.00916292741476173,63.0,
195,The Clan of the Cave Bear,1953732.0,1953732.0,,15000000.0,Jan 17 1986,,,Warner Bros.,Based on Book/Short Story,Adventure,Historical Fiction,,13.0,4.9,2763.0,0.0,49.0,13.0
196,The Case of the Grinning Cat,7033.0,7033.0,,200000.0,Jul 21 2006,Not Rated,,First Run/Icarus,Based on Real Life Events,Documentary,Factual,,,,,9.25190647089494e-06,,
197,Bacheha-Ye aseman,925402.0,925402.0,,180000.0,Jan 22 1999,PG,,Miramax,Original Screenplay,Comedy,Contemporary Fiction,,,8.0,6657.0,0.0012173656692704563,80.0,
198,Coming Home,32653000.0,32653000.0,,3000000.0,Dec 31 1977,,,,,,,Hal Ashby,81.0,7.3,4410.0,0.04295499815073688,73.0,81.0
199,Nanjing! Nanjing!,0.0,20000000.0,,12000000.0,Nov 17 2009,R,,National Geographic Entertainment,,,,,,7.6,1725.0,0.0,76.0,
200,Cool Runnings,68856263.0,155056263.0,,14000000.0,Oct 01 1993,,,Walt Disney Pictures,Based on Real Life Events,Comedy,Contemporary Fiction,Jon Turteltaub,73.0,6.5,24533.0,0.09058036473927823,65.0,73.0
201,Conquest of the Planet of the Apes,9700000.0,9700000.0,,1700000.0,Dec 31 1971,,,,,,,Jack Lee Thompson,44.0,5.8,6188.0,0.012760343063796519,58.0,44.0
202,Cure,94596.0,94596.0,,10000.0,Jul 06 2001,Not Rated,,,,,,,,7.4,2724.0,0.00012444097035699953,74.0,
203,Crocodile Dundee,174803506.0,328000000.0,,5000000.0,Sep 26 1986,,,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,,88.0,6.5,27277.0,0.2299538871458158,65.0,88.0
204,Dayereh,673780.0,673780.0,,10000.0,Mar 09 2001,Not Rated,,WinStar Cinema,Original Screenplay,Drama,Contemporary Fiction,,,7.3,1851.0,0.000886357108198435,73.0,
205,Karakter,713413.0,713413.0,,4500000.0,Mar 27 1998,R,,Sony Pictures Classics,Based on Book/Short Story,Drama,Historical Fiction,,,7.8,5531.0,0.0009384942913579655,78.0,
206,Creepshow,20036244.0,20036244.0,,8000000.0,Nov 10 1982,,,Warner Bros.,Based on Book/Short Story,Horror,Fantasy,George A. Romero,67.0,6.5,12530.0,0.026357664654632434,65.0,67.0
207,Creepshow 2,14000000.0,14000000.0,,3500000.0,May 01 1987,,,New World,Based on Book/Short Story,Horror,Fantasy,,26.0,5.4,5910.0,0.018416989988984667,54.0,26.0
208,The Crying Game,62546695.0,62546695.0,,4000000.0,Nov 25 1992,R,,Miramax,Original Screenplay,Drama,Contemporary Fiction,Neil Jordan,100.0,7.3,21195.0,0.08228013254707695,73.0,100.0
209,Crimson Tide,91387195.0,159387195.0,,55000000.0,May 12 1995,R,,Walt Disney Pictures,Original Screenplay,Action,Contemporary Fiction,Tony Scott,86.0,7.2,33354.0,0.12021978967402783,72.0,86.0
210,Caravans,1000000.0,1000000.0,,14000000.0,Dec 31 1977,,,Universal,Based on Book/Short Story,Adventure,Historical Fiction,,,5.8,173.0,0.0013154992849274763,58.0,
211,Crying With Laughter,0.0,0.0,,820000.0,Dec 31 2009,,,,,,,,,,,0.0,,
212,Fengkuang de Shitou,0.0,3000000.0,,500000.0,Jun 30 2006,,,,Original Screenplay,Black Comedy,Contemporary Fiction,,,7.6,1209.0,0.0,76.0,
213,Casablanca,10462500.0,10462500.0,,950000.0,Dec 31 1941,,,Warner Bros.,Based on Play,Drama,Historical Fiction,Michael Curtiz,97.0,8.8,167939.0,0.013763411268553719,88.0,97.0
214,Casino,42438300.0,110400000.0,,52000000.0,Nov 22 1995,R,,Universal,Based on Book/Short Story,Drama,Historical Fiction,Martin Scorsese,81.0,8.1,108634.0,0.05582755330353771,81.0,81.0
215,Casper,100328194.0,282300000.0,,55000000.0,May 26 1995,PG,,Universal,Based on TV,Comedy,Fantasy,Brad Silberling,41.0,5.7,26121.0,0.1319816674650651,57.0,41.0
216,Can't Stop the Music,2000000.0,2000000.0,,20000000.0,Dec 31 1979,,,,Original Screenplay,Musical,Contemporary Fiction,,,3.5,2146.0,0.0026309985698549526,35.0,
217,Catch-22,24911670.0,24911670.0,,18000000.0,Jun 24 1970,,,Paramount Pictures,Based on Book/Short Story,Comedy,Historical Fiction,Mike Nichols,87.0,7.1,9671.0,0.03277128407134926,71.0,87.0
218,City Hall,20278055.0,20278055.0,,40000000.0,Feb 16 1996,R,111.0,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Harold Becker,55.0,6.1,9908.0,0.026675766852220034,61.0,55.0
219,Cutthroat Island,10017322.0,10017322.0,,92000000.0,Dec 22 1995,PG-13,,MGM,Original Screenplay,Adventure,Historical Fiction,Renny Harlin,45.0,5.3,10346.0,0.013177779927888275,53.0,45.0
220,La femme de chambre du Titanic,244465.0,244465.0,,10000000.0,Aug 14 1998,,,MGM,Based on Book/Short Story,Drama,Historical Fiction,,,6.8,822.0,0.0003215935326897955,68.0,
221,Cat People,4000000.0,8000000.0,,134000.0,Nov 16 2042,,,RKO Radio Pictures,Original Screenplay,Drama,Fantasy,,91.0,5.9,6791.0,0.005261997139709905,59.0,91.0
222,Courage Under Fire,59003384.0,100833145.0,,46000000.0,Jul 12 1996,R,115.0,20th Century Fox,Original Screenplay,Drama,Historical Fiction,Edward Zwick,85.0,6.6,19682.0,0.0776189094603013,66.0,85.0
223,C'era una volta il West,5321508.0,5321508.0,,5000000.0,May 28 1969,PG-13,,Paramount Pictures,Original Screenplay,Western,Historical Fiction,Sergio Leone,,8.8,74184.0,0.007000439968735844,88.0,
224,The Conversation,4420000.0,4420000.0,,1600000.0,Apr 07 1974,,,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Francis Ford Coppola,98.0,8.1,33005.0,0.005814506839379445,81.0,98.0
225,Cavite,70071.0,71644.0,,7000.0,May 26 2006,Not Rated,,Truly Indie,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,6.0,487.0,9.217835039415318e-05,60.0,
226,Copycat,32051917.0,32051917.0,,20000000.0,Oct 27 1995,R,,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Jon Amiel,75.0,6.5,17182.0,0.04216427389405482,65.0,75.0
227,Dark Angel,4372561.0,4372561.0,,7000000.0,Sep 28 1990,,,Triumph Releasing,Original Screenplay,Action,Science Fiction,,,5.3,3396.0,0.0057521008688017706,53.0,
228,"Boot, Das",11487676.0,84970337.0,,12000000.0,Feb 10 1982,R,,Sony/Columbia,Based on Book/Short Story,Drama,Historical Fiction,Wolfgang Petersen,,4.3,2184.0,0.01511202956347853,43.0,
229,Desperado,25532388.0,25532388.0,,7000000.0,Aug 25 1995,R,,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Robert Rodriguez,61.0,7.0,51515.0,0.03358783815649087,70.0,61.0
230,Dumb & Dumber,127175374.0,246400000.0,,16000000.0,Dec 16 1994,PG-13,,New Line,Original Screenplay,Comedy,Contemporary Fiction,Bobby Farrelly,,7.2,88093.0,0.16729911355738436,72.0,
231,Diamonds Are Forever,43800000.0,116000000.0,,7200000.0,Dec 17 1971,,,MGM,Based on Book/Short Story,Action,,Guy Hamilton,67.0,6.7,25354.0,0.05761886867982346,67.0,67.0
232,The Dark Half,9579068.0,9579068.0,,15000000.0,Apr 23 1993,,,Orion Pictures,Based on Book/Short Story,Horror,Fantasy,George A. Romero,,5.7,5488.0,0.012601257104271669,57.0,
233,The Dark Hours,423.0,423.0,,400000.0,Oct 13 2005,R,,Freestyle Releasing,,Horror,,,,6.3,2804.0,5.564561975243224e-07,63.0,
234,Dante's Peak,67163857.0,178200000.0,,115000000.0,Feb 07 1997,PG-13,108.0,Universal,Original Screenplay,Drama,Contemporary Fiction,Roger Donaldson,28.0,5.6,23472.0,0.08835400585647127,56.0,28.0
235,Daylight,32908290.0,158908290.0,,80000000.0,Dec 06 1996,PG-13,115.0,Universal,Original Screenplay,Action,Contemporary Fiction,Rob Cohen,22.0,5.4,20052.0,0.04329083196318602,54.0,22.0
236,Dick Tracy,103738726.0,162738726.0,,47000000.0,Jun 15 1990,,,Walt Disney Pictures,Based on Comic/Graphic Novel,Action,Super Hero,Warren Beatty,65.0,5.9,25364.0,0.13646821987228738,59.0,65.0
237,Decoys,84733.0,84733.0,,5000000.0,Feb 27 2004,R,,,,,,,,4.4,2486.0,0.00011146620090975984,44.0,
238,Dawn of the Dead,5100000.0,55000000.0,,1500000.0,Apr 20 1979,,,United Film Distribution Co.,,Horror,,,,7.4,73875.0,0.006709046353130128,74.0,
239,The Addams Family,113502246.0,191502246.0,,30000000.0,Nov 22 1991,,,Paramount Pictures,Based on TV,Comedy,Fantasy,Barry Sonnenfeld,59.0,6.6,28907.0,0.1493121234506625,66.0,59.0
240,Death Becomes Her,58422650.0,149022650.0,,55000000.0,Jul 31 1992,,,Universal,Original Screenplay,Comedy,Fantasy,Robert Zemeckis,53.0,6.0,27681.0,0.07685495429856821,60.0,53.0
241,Def-Con 4,210904.0,210904.0,,1300000.0,Mar 15 1985,,,New World,Original Screenplay,Action,Science Fiction,,,3.8,639.0,0.00027744406118834444,38.0,
242,Dead Poets' Society,95860116.0,239500000.0,,16400000.0,Jun 02 1989,,,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Peter Weir,86.0,7.8,89662.0,0.1261039140510649,78.0,86.0
243,The Day the Earth Stood Still,3700000.0,3700000.0,,1200000.0,Mar 04 2003,,,,,,,,94.0,5.5,51517.0,0.0048673473542316615,55.0,94.0
244,Deep Throat,45000000.0,45000000.0,,25000.0,Jun 30 1972,,,,,,,,,5.2,3075.0,0.059197467821736426,52.0,
245,The Dead Zone,20766000.0,20766000.0,,10000000.0,Oct 21 1983,,,Paramount Pictures,Based on Book/Short Story,Horror,Fantasy,David Cronenberg,,7.3,19485.0,0.02731765815080397,73.0,
246,Die Hard 2,117323878.0,239814025.0,,70000000.0,Jul 03 1990,,,20th Century Fox,Based on Book/Short Story,Action,Contemporary Fiction,Renny Harlin,,7.0,79636.0,0.15433947761391845,70.0,
247,Die Hard: With a Vengeance,100012499.0,364480746.0,,90000000.0,May 19 1995,R,,20th Century Fox,Based on Book/Short Story,Action,Contemporary Fiction,John McTiernan,,7.4,87437.0,0.13156637091830992,74.0,
248,Dragonheart,51364680.0,104364680.0,,57000000.0,May 31 1996,PG-13,108.0,Universal,Original Screenplay,Adventure,Fantasy,Rob Cohen,50.0,6.2,26309.0,0.06757019981052864,62.0,50.0
249,Die Hard,81350242.0,139109346.0,,28000000.0,Jul 15 1988,,,20th Century Fox,Based on Book/Short Story,Action,Contemporary Fiction,John McTiernan,94.0,7.3,237.0,0.10701618517967713,73.0,94.0
250,Diner,12592907.0,12592907.0,,5000000.0,Apr 02 1982,,,MGM,Original Screenplay,Comedy,Historical Fiction,Barry Levinson,96.0,7.1,7803.0,0.01656596015365821,71.0,96.0
251,Dil Jo Bhi Kahey...,129319.0,129319.0,,1600000.0,Sep 23 2005,Not Rated,,Eros Entertainment,Original Screenplay,Drama,,,,5.0,159.0,0.0001701190520275363,50.0,
252,Don Juan DeMarco,22032635.0,22032635.0,,25000000.0,Apr 07 1995,PG-13,,New Line,Original Screenplay,Drama,Contemporary Fiction,,73.0,6.6,20386.0,0.028983915587568083,66.0,73.0
253,Tales from the Crypt: Demon Knight,21089146.0,21089146.0,,12000000.0,Jan 13 1995,R,,Universal,Original Screenplay,Horror,Fantasy,,,6.4,6430.0,0.027742756482731144,64.0,
254,Damnation Alley,,,,17000000.0,Oct 21 1977,,,,,,,,,4.7,1655.0,,47.0,
255,Dead Man Walking,39387284.0,83088295.0,,11000000.0,Dec 29 1995,R,,Gramercy,Based on Real Life Events,Drama,Dramatization,Tim Robbins,94.0,7.6,32159.0,0.05181394393723542,76.0,94.0
256,Dances with Wolves,184208842.0,424200000.0,,19000000.0,Nov 09 1990,,,Orion Pictures,Based on Book/Short Story,Western,Historical Fiction,Kevin Costner,76.0,8.0,71399.0,0.24232659992831845,80.0,76.0
257,Dangerous Liaisons,34700000.0,34700000.0,,14000000.0,Dec 21 1988,,,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,Stephen Frears,93.0,7.7,25761.0,0.045647825186983425,77.0,93.0
258,Donovan's Reef,6600000.0,6600000.0,,2686000.0,Dec 31 1962,,,,,,,John Ford,60.0,6.6,2907.0,0.008682295280521344,66.0,60.0
259,Due occhi diabolici,349618.0,349618.0,,9000000.0,Oct 25 1991,,,,,,,,,5.9,2059.0,0.0004599222289977744,59.0,
260,Double Impact,29090445.0,29090445.0,,16000000.0,Aug 09 1991,,,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Sheldon Lettich,8.0,4.7,10426.0,0.0,47.0,8.0
261,The Doors,34167219.0,34167219.0,,40000000.0,Mar 01 1991,,,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Oliver Stone,57.0,7.0,29750.0,0.04494695216246048,70.0,57.0
262,Day of the Dead,5804262.0,34004262.0,,3500000.0,Jul 03 1985,,,United Film Distribution Co.,,Horror,,George A. Romero,78.0,4.5,8395.0,0.0076355025105317225,45.0,78.0
263,Days of Thunder,82670733.0,157670733.0,,60000000.0,Jun 27 1990,,,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,Tony Scott,40.0,5.4,25395.0,0.10875329014593031,54.0,40.0
264,Dracula: Pages from a Virgin's Diary,39659.0,84788.0,,1100000.0,May 14 2003,Not Rated,,,,,,,,7.0,1013.0,5.2171386140938776e-05,70.0,
265,Dolphin,14000.0,14000.0,,170000.0,Jun 01 1979,,,,Based on Real Life Events,Documentary,Factual,,,5.8,134.0,1.8416989988984668e-05,58.0,
266,Death Race 2000,,,,300000.0,Apr 01 1975,R,,,Based on Book/Short Story,,Science Fiction,,84.0,6.1,10015.0,,61.0,84.0
267,Drei,0.0,0.0,,7200000.0,Dec 31 1969,,,,,,,Tom Tykwer,,,,0.0,,
268,The Dress,16556.0,16556.0,,2650000.0,Jan 16 1998,Not Rated,,Attitude Films,Original Screenplay,Drama,,,,7.6,1844.0,2.1779406161259295e-05,76.0,
269,The Deer Hunter,50000000.0,50000000.0,,15000000.0,Dec 31 1978,,,Universal,Original Screenplay,Drama,,Michael Cimino,,8.2,88095.0,0.06577496424637382,82.0,
